Name	Formula	InChI	InChIKey	SMILES	ChEBI	KEGG	BioCyc	HMDB	LipidMaps	SwissLipids	Wikidata	PubChem	Metabolights	ChemSpider	BiGG	MetaNetX	Reactome	SEED
ascr#11	C10H18O6	InChI=1S/C10H18O6/c1-5(3-9(13)14)15-10-8(12)4-7(11)6(2)16-10/h5-8,10-12H,3-4H2,1-2H3,(H,13,14)/t5-,6+,7-,8-,10-/m1/s1	VQZVOFZWXBQLCG-MGPZHUSASA-N	C[C@H](CC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78743				LMFA13040039		Q27147937	86289642		31150592	NA	NA	NA	NA
ascr#9	C11H20O6	InChI=1S/C11H20O6/c1-6(3-4-10(14)15)16-11-9(13)5-8(12)7(2)17-11/h6-9,11-13H,3-5H2,1-2H3,(H,14,15)/t6-,7+,8-,9-,11-/m1/s1	NZMXMOQNHSVRAJ-WNPHYYBUSA-N	C[C@H](CCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:79018				LMFA13040007		Q27148097	71514783		31150664	NA	NA	NA	NA
ascr#12	C12H22O6	InChI=1S/C12H22O6/c1-7(4-3-5-11(15)16)17-12-10(14)6-9(13)8(2)18-12/h7-10,12-14H,3-6H2,1-2H3,(H,15,16)/t7-,8+,9-,10-,12-/m1/s1	LGGOKKRYYYYXPA-VEOFNUSFSA-N	C[C@H](CCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78841				LMFA13040038		Q27147991	86289663		31150604	NA	NA	NA	NA
ascr#7	C13H22O6	InChI=1S/C13H22O6/c1-8(5-3-4-6-12(16)17)18-13-11(15)7-10(14)9(2)19-13/h4,6,8-11,13-15H,3,5,7H2,1-2H3,(H,16,17)/b6-4+/t8-,9+,10-,11-,13-/m1/s1	GGHOMCWJOMBZEK-LHYQPRBASA-N	C[C@H](CC\C=C\C(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78830				LMFA13040006		Q27147981	86289656		31150600	NA	NA	NA	NA
ascr#1	C13H24O6	InChI=1S/C13H24O6/c1-8(5-3-4-6-12(16)17)18-13-11(15)7-10(14)9(2)19-13/h8-11,13-15H,3-7H2,1-2H3,(H,16,17)/t8-,9+,10-,11-,13-/m1/s1	KBTQMAFDKPKMEJ-UYNYGYNWSA-N	C[C@H](CCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78786				LMFA13040002		Q27147958	11471380		9646210	NA	NA	NA	NA
ascr#14	C14H26O6	InChI=1S/C14H26O6/c1-9(6-4-3-5-7-13(17)18)19-14-12(16)8-11(15)10(2)20-14/h9-12,14-16H,3-8H2,1-2H3,(H,17,18)/t9-,10+,11-,12-,14-/m1/s1	HRHMWTOQBKRTTG-CYRBOEJBSA-N	C[C@H](CCCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78905				LMFA13040036		Q27148019	86289672		31150616	NA	NA	NA	NA
ascr#3	C15H26O6	InChI=1S/C15H26O6/c1-10(7-5-3-4-6-8-14(18)19)20-15-13(17)9-12(16)11(2)21-15/h6,8,10-13,15-17H,3-5,7,9H2,1-2H3,(H,18,19)/b8-6+/t10-,11+,12-,13-,15-/m1/s1	MWGRRKDIJLJLMO-OSYKULTDSA-N	C[C@H](CCCC\C=C\C(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78821				LMFA13040004		Q27147975	16066476		17226059	NA	NA	NA	NA
ascr#10	C15H28O6	InChI=1S/C15H28O6/c1-10(7-5-3-4-6-8-14(18)19)20-15-13(17)9-12(16)11(2)21-15/h10-13,15-17H,3-9H2,1-2H3,(H,18,19)/t10-,11+,12-,13-,15-/m1/s1	MILZHQPVNOSJIP-WPLOAARJSA-N	C[C@H](CCCCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78838				LMFA13040008		Q27147989	86289662		31150603	NA	NA	NA	NA
ascr#15	C16H28O6	InChI=1S/C16H28O6/c1-11(8-6-4-3-5-7-9-15(19)20)21-16-14(18)10-13(17)12(2)22-16/h7,9,11-14,16-18H,3-6,8,10H2,1-2H3,(H,19,20)/b9-7+/t11-,12+,13-,14-,16-/m1/s1	MZJGOAYSXTVLMG-NSKGPKHTSA-N	C[C@H](CCCCC\C=C\C(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78852				LMFA13040034		Q27147997	86289666		31150607	NA	NA	NA	NA
ascr#16	C16H30O6	InChI=1S/C16H30O6/c1-11(8-6-4-3-5-7-9-15(19)20)21-16-14(18)10-13(17)12(2)22-16/h11-14,16-18H,3-10H2,1-2H3,(H,19,20)/t11-,12+,13-,14-,16-/m1/s1	UMKVAMCFIAMCAV-JTTNIQEDSA-N	C[C@H](CCCCCCCC(O)=O)O[C@@H]1O[C@@H](C)[C@H](O)C[C@H]1O	CHEBI:78950				LMFA13040035		Q27148031	86289687		31150624	NA	NA	NA	NA
